epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,1921.54,1.53301,2.13553,1.72636,0.49879,0.42823,0.43529,0.23361,1.71586,1.91698,2.01588,0.009571,0.009571,0.009571
15,2058.03,1.52336,2.13188,1.72989,0.49304,0.4327,0.4388,0.22371,1.70561,1.93674,2.04308,0.009538,0.009538,0.009538
16,2194.4,1.50493,2.05105,1.70704,0.52736,0.4307,0.44467,0.22354,1.73546,1.91867,2.05702,0.009505,0.009505,0.009505
17,2330.84,1.49918,2.02967,1.69728,0.55759,0.44346,0.47465,0.25441,1.66146,1.7839,1.97532,0.009472,0.009472,0.009472
18,2467.24,1.5,2.02376,1.71002,0.51638,0.47874,0.48664,0.25362,1.68778,1.81284,1.99322,0.009439,0.009439,0.009439
19,2603.82,1.4817,1.97986,1.68217,0.63637,0.46977,0.52169,0.28007,1.62473,1.70891,1.94256,0.009406,0.009406,0.009406
20,2740.16,1.46086,1.94492,1.67516,0.52263,0.50272,0.52181,0.28126,1.66796,1.66603,1.95619,0.009373,0.009373,0.009373
21,2876.49,1.47351,1.91975,1.68074,0.53511,0.5075,0.5049,0.27143,1.66425,1.74853,1.94879,0.00934,0.00934,0.00934
22,3012.8,1.44474,1.91295,1.66187,0.6228,0.5248,0.56613,0.30847,1.61707,1.61261,1.90665,0.009307,0.009307,0.009307
23,3149.3,1.43789,1.86117,1.65436,0.53592,0.48427,0.49509,0.261,1.69273,1.78067,1.97407,0.009274,0.009274,0.009274
24,3285.5,1.43767,1.85618,1.64733,0.63377,0.48336,0.54067,0.29099,1.64455,1.59848,1.92958,0.009241,0.009241,0.009241
25,3422.1,1.42724,1.8293,1.6415,0.59721,0.51849,0.55324,0.30449,1.63371,1.58236,1.92966,0.009208,0.009208,0.009208
26,3558.52,1.41552,1.79933,1.62868,0.68575,0.50517,0.57372,0.32147,1.57552,1.53817,1.895,0.009175,0.009175,0.009175
27,3694.95,1.41291,1.78105,1.62828,0.60389,0.49679,0.53515,0.30017,1.61203,1.58181,1.92817,0.009142,0.009142,0.009142
28,3831.27,1.39956,1.77337,1.61814,0.54839,0.55004,0.54489,0.31978,1.54858,1.57156,1.88593,0.009109,0.009109,0.009109
29,3967.65,1.40165,1.76149,1.61815,0.66642,0.54631,0.59687,0.34202,1.54963,1.48985,1.84087,0.009076,0.009076,0.009076
30,4103.91,1.39162,1.72501,1.60071,0.65594,0.5699,0.60906,0.34759,1.5528,1.46246,1.85565,0.009043,0.009043,0.009043
31,4240.34,1.37996,1.71795,1.60381,0.67214,0.57088,0.62023,0.35495,1.56242,1.44968,1.8553,0.00901,0.00901,0.00901
32,4376.49,1.37158,1.70333,1.59281,0.61415,0.54212,0.58561,0.34016,1.53882,1.50615,1.84792,0.008977,0.008977,0.008977
33,4512.76,1.38206,1.70164,1.5979,0.68198,0.54698,0.62303,0.36783,1.51259,1.42167,1.81732,0.008944,0.008944,0.008944
34,4649.18,1.35698,1.65055,1.58181,0.65926,0.5458,0.61794,0.3521,1.54181,1.4206,1.84764,0.008911,0.008911,0.008911
35,4785.65,1.35408,1.64661,1.57203,0.67262,0.59874,0.64526,0.37974,1.50112,1.38055,1.79411,0.008878,0.008878,0.008878
36,4921.93,1.35413,1.62212,1.56989,0.67771,0.5982,0.64503,0.37704,1.50393,1.36449,1.79576,0.008845,0.008845,0.008845
37,5058.32,1.33589,1.61518,1.55731,0.71743,0.55812,0.64226,0.38513,1.4723,1.36982,1.78046,0.008812,0.008812,0.008812
38,5194.34,1.32937,1.58841,1.5574,0.64389,0.60137,0.63465,0.37936,1.50463,1.40361,1.78324,0.008779,0.008779,0.008779
39,5330.62,1.32855,1.58676,1.55523,0.6963,0.59129,0.64988,0.39165,1.48694,1.31783,1.78167,0.008746,0.008746,0.008746
40,5466.97,1.33148,1.56963,1.55705,0.69493,0.57444,0.65879,0.39524,1.4685,1.30275,1.77545,0.008713,0.008713,0.008713
41,5603.35,1.32157,1.57004,1.54552,0.66762,0.60628,0.65552,0.39078,1.48222,1.35733,1.78796,0.00868,0.00868,0.00868
42,5739.6,1.30791,1.56614,1.54383,0.7162,0.58176,0.65962,0.39752,1.44502,1.32794,1.76741,0.008647,0.008647,0.008647
43,5875.95,1.30117,1.527,1.53406,0.67555,0.61956,0.67005,0.4001,1.46727,1.29531,1.77176,0.008614,0.008614,0.008614
44,6012.09,1.28644,1.49194,1.51486,0.68283,0.60517,0.66097,0.39774,1.45198,1.2802,1.76176,0.008581,0.008581,0.008581
45,6148.57,1.29126,1.49453,1.51916,0.69067,0.60817,0.6799,0.41176,1.46629,1.24983,1.76551,0.008548,0.008548,0.008548
46,6285.13,1.27896,1.49166,1.51637,0.73952,0.61697,0.68788,0.41791,1.46508,1.25511,1.75266,0.008515,0.008515,0.008515
47,6421.75,1.28594,1.49446,1.51294,0.67794,0.614,0.66749,0.40271,1.47499,1.29514,1.77309,0.008482,0.008482,0.008482
48,6557.97,1.28265,1.48003,1.51517,0.71568,0.58293,0.66575,0.40736,1.44562,1.26514,1.75522,0.008449,0.008449,0.008449
49,6694.27,1.26034,1.46166,1.50202,0.71182,0.62442,0.68925,0.4271,1.40859,1.23592,1.72147,0.008416,0.008416,0.008416
50,6830.72,1.26082,1.44563,1.49776,0.76429,0.63681,0.70771,0.43523,1.41893,1.20932,1.72138,0.008383,0.008383,0.008383
51,6967.32,1.25422,1.43255,1.49109,0.73789,0.59674,0.69564,0.43415,1.42518,1.22407,1.70971,0.00835,0.00835,0.00835
52,7103.54,1.24774,1.41347,1.48431,0.75603,0.60655,0.6899,0.43238,1.39831,1.22324,1.70732,0.008317,0.008317,0.008317
53,7240.02,1.24028,1.41767,1.48122,0.77531,0.61084,0.70098,0.44108,1.39808,1.20088,1.68938,0.008284,0.008284,0.008284
54,7376.42,1.23505,1.40026,1.47248,0.72131,0.65821,0.71965,0.45315,1.38782,1.17418,1.69311,0.008251,0.008251,0.008251
55,7512.92,1.23349,1.4039,1.475,0.78179,0.61578,0.70899,0.44271,1.37982,1.2004,1.69092,0.008218,0.008218,0.008218
56,7649.46,1.22453,1.38685,1.46874,0.7514,0.65205,0.71791,0.44822,1.39201,1.16836,1.69088,0.008185,0.008185,0.008185
57,7785.65,1.22604,1.35519,1.46684,0.71794,0.66166,0.7147,0.45569,1.37051,1.13195,1.66789,0.008152,0.008152,0.008152
58,7922.12,1.22532,1.35877,1.46019,0.74091,0.65168,0.7294,0.46107,1.36925,1.15448,1.6723,0.008119,0.008119,0.008119
59,8058.22,1.2134,1.34833,1.45649,0.70599,0.67992,0.7262,0.46271,1.34947,1.12511,1.66922,0.008086,0.008086,0.008086
60,8194.51,1.22104,1.3629,1.45687,0.73083,0.65821,0.73124,0.46309,1.34863,1.12211,1.65575,0.008053,0.008053,0.008053
61,8330.71,1.19777,1.34007,1.44634,0.76819,0.65652,0.72574,0.46206,1.34049,1.14721,1.6459,0.00802,0.00802,0.00802
62,8467.07,1.2049,1.31961,1.44469,0.77793,0.63632,0.72452,0.45669,1.36788,1.13788,1.65786,0.007987,0.007987,0.007987
63,8603.3,1.19593,1.3299,1.44501,0.7705,0.64428,0.73136,0.47471,1.33843,1.10652,1.6504,0.007954,0.007954,0.007954
64,8739.39,1.1959,1.32056,1.44366,0.71329,0.70243,0.74186,0.48193,1.32728,1.07821,1.63962,0.007921,0.007921,0.007921
65,8875.8,1.18519,1.29462,1.42894,0.77208,0.64676,0.7383,0.48485,1.32652,1.08234,1.64704,0.007888,0.007888,0.007888
66,9012.45,1.1677,1.28153,1.42503,0.79176,0.63202,0.7281,0.47797,1.33492,1.09483,1.63969,0.007855,0.007855,0.007855
67,9148.92,1.16594,1.27026,1.42356,0.80103,0.63018,0.74267,0.48846,1.29677,1.08446,1.60461,0.007822,0.007822,0.007822
68,9285.37,1.17548,1.28796,1.42635,0.78445,0.65654,0.73754,0.48773,1.31119,1.06997,1.62679,0.007789,0.007789,0.007789
69,9421.71,1.16771,1.26134,1.42025,0.79104,0.66468,0.75347,0.49215,1.29581,1.05788,1.61269,0.007756,0.007756,0.007756
70,9557.98,1.15328,1.24363,1.41099,0.74516,0.66448,0.74734,0.49242,1.29782,1.06931,1.62178,0.007723,0.007723,0.007723
71,9694.03,1.15665,1.26979,1.41832,0.77864,0.68158,0.74981,0.49425,1.3058,1.06987,1.61941,0.00769,0.00769,0.00769
72,9830.3,1.16649,1.26522,1.41841,0.73467,0.68789,0.74388,0.49407,1.29426,1.07116,1.60528,0.007657,0.007657,0.007657
73,9966.83,1.15359,1.24677,1.41085,0.77272,0.67889,0.73941,0.49756,1.28601,1.05619,1.59729,0.007624,0.007624,0.007624
74,10103.1,1.14083,1.23947,1.40122,0.80714,0.67686,0.75574,0.50313,1.28443,1.05094,1.59642,0.007591,0.007591,0.007591
75,10239.4,1.14199,1.23058,1.40238,0.8239,0.66925,0.76483,0.50614,1.28659,1.02506,1.59622,0.007558,0.007558,0.007558
76,10375.7,1.12992,1.20345,1.38682,0.80718,0.67919,0.75874,0.49734,1.28652,1.04604,1.58914,0.007525,0.007525,0.007525
77,10512,1.13606,1.22095,1.3928,0.75738,0.70239,0.76498,0.505,1.2787,1.01984,1.5922,0.007492,0.007492,0.007492
78,10648.4,1.13537,1.20975,1.39309,0.77492,0.71144,0.76611,0.51107,1.27305,1.02086,1.58767,0.007459,0.007459,0.007459
79,10785,1.12019,1.18884,1.38566,0.81621,0.67179,0.76936,0.51564,1.2526,1.01881,1.56167,0.007426,0.007426,0.007426
80,10921.4,1.12372,1.18642,1.38573,0.80291,0.6945,0.76856,0.51689,1.26137,1.00596,1.56949,0.007393,0.007393,0.007393
81,11058.2,1.11958,1.17461,1.37899,0.80176,0.69397,0.76862,0.52169,1.25195,1.00084,1.56075,0.00736,0.00736,0.00736
82,11194.6,1.12542,1.19868,1.37914,0.8201,0.69863,0.77613,0.52166,1.26054,0.99313,1.56925,0.007327,0.007327,0.007327
83,11331.1,1.11775,1.16709,1.37844,0.84512,0.67166,0.76825,0.52085,1.26191,0.98569,1.57557,0.007294,0.007294,0.007294
84,11467.5,1.11495,1.16456,1.37693,0.85607,0.67078,0.77812,0.53181,1.24085,0.98396,1.55127,0.007261,0.007261,0.007261
85,11604.1,1.11054,1.17813,1.36839,0.83224,0.69698,0.78514,0.52941,1.24924,0.98188,1.56523,0.007228,0.007228,0.007228
86,11740.3,1.09446,1.16835,1.36922,0.80325,0.71657,0.7889,0.53737,1.23539,0.97444,1.55673,0.007195,0.007195,0.007195
87,11876.7,1.09826,1.14737,1.36543,0.81078,0.7011,0.78538,0.53976,1.23838,0.96659,1.55054,0.007162,0.007162,0.007162
88,12013.3,1.09604,1.14354,1.36345,0.82009,0.70156,0.78835,0.53895,1.22087,0.95387,1.53964,0.007129,0.007129,0.007129
89,12149.9,1.09292,1.1538,1.36117,0.85776,0.69452,0.78996,0.54006,1.22039,0.95273,1.53635,0.007096,0.007096,0.007096
90,12286.1,1.09116,1.16142,1.35927,0.81769,0.70929,0.78952,0.53999,1.21519,0.95388,1.54163,0.007063,0.007063,0.007063
91,12422.6,1.08533,1.13671,1.35589,0.8305,0.71436,0.79309,0.54338,1.22997,0.95326,1.54335,0.00703,0.00703,0.00703
92,12559,1.08114,1.1232,1.35264,0.81899,0.71522,0.78804,0.54559,1.23007,0.95549,1.54619,0.006997,0.006997,0.006997
93,12695.4,1.07691,1.11966,1.34727,0.83654,0.70981,0.78667,0.54589,1.22473,0.9483,1.54407,0.006964,0.006964,0.006964
94,12831.8,1.07154,1.10095,1.34184,0.83442,0.70611,0.78787,0.54641,1.2198,0.95162,1.53746,0.006931,0.006931,0.006931
95,12968.2,1.07562,1.11399,1.34631,0.82073,0.71423,0.78738,0.54608,1.20931,0.94659,1.53164,0.006898,0.006898,0.006898
96,13104.7,1.06777,1.11818,1.34463,0.87066,0.69916,0.79924,0.55452,1.19354,0.93753,1.51579,0.006865,0.006865,0.006865
97,13241,1.07207,1.12379,1.34807,0.87321,0.69841,0.79178,0.55314,1.20522,0.9476,1.52711,0.006832,0.006832,0.006832
98,13377.3,1.05182,1.09232,1.33139,0.8177,0.72451,0.79385,0.54748,1.2054,0.94441,1.52299,0.006799,0.006799,0.006799
99,13513.8,1.05773,1.07975,1.33665,0.87582,0.69888,0.7917,0.54735,1.2011,0.937,1.51271,0.006766,0.006766,0.006766
100,13650.3,1.06794,1.08948,1.34012,0.88011,0.69863,0.79545,0.55436,1.18838,0.92483,1.50519,0.006733,0.006733,0.006733
101,13786.7,1.05626,1.09938,1.33628,0.82873,0.71015,0.80171,0.55764,1.17481,0.91255,1.49711,0.0067,0.0067,0.0067
102,13923,1.05558,1.08798,1.33143,0.84341,0.70944,0.79621,0.55678,1.18115,0.90939,1.50105,0.006667,0.006667,0.006667
103,14060.4,1.04258,1.06215,1.32021,0.81963,0.72631,0.80041,0.56229,1.17811,0.91947,1.49913,0.006634,0.006634,0.006634
104,14197.2,1.04306,1.06737,1.32127,0.8495,0.69668,0.79785,0.55843,1.17538,0.91012,1.49701,0.006601,0.006601,0.006601
105,14333.5,1.04823,1.06736,1.3211,0.85235,0.69664,0.79932,0.56851,1.17287,0.90907,1.49476,0.006568,0.006568,0.006568
106,14469.8,1.04279,1.06286,1.31888,0.85064,0.70918,0.80309,0.56474,1.17198,0.9014,1.48927,0.006535,0.006535,0.006535
107,14606.1,1.04049,1.06776,1.32231,0.8311,0.71101,0.79771,0.56066,1.16554,0.90262,1.49263,0.006502,0.006502,0.006502
108,14742.4,1.02761,1.03311,1.31158,0.83219,0.72599,0.80376,0.56574,1.15725,0.88674,1.48492,0.006469,0.006469,0.006469
109,14879,1.0381,1.06777,1.32391,0.82245,0.73675,0.79792,0.56775,1.14723,0.89013,1.47301,0.006436,0.006436,0.006436
110,15015.3,1.02724,1.04275,1.30962,0.84197,0.70826,0.79665,0.5673,1.15191,0.90357,1.47879,0.006403,0.006403,0.006403
111,15151.4,1.02133,1.04029,1.30895,0.85239,0.7086,0.79974,0.56918,1.1598,0.89021,1.48474,0.00637,0.00637,0.00637
112,15287.5,1.02431,1.02952,1.30738,0.82214,0.72938,0.80344,0.57192,1.15814,0.8802,1.47854,0.006337,0.006337,0.006337
113,15424.1,1.02066,1.03476,1.30267,0.84492,0.73311,0.80919,0.5783,1.15313,0.87161,1.47349,0.006304,0.006304,0.006304
114,15560.2,1.01198,1.02444,1.29574,0.85085,0.7282,0.80558,0.58107,1.15375,0.87439,1.47316,0.006271,0.006271,0.006271
115,15696.1,1.01266,1.00856,1.29592,0.81927,0.74194,0.80649,0.57549,1.14834,0.87126,1.47089,0.006238,0.006238,0.006238
116,15832.6,1.01437,1.01237,1.29829,0.85992,0.71755,0.81207,0.58124,1.14592,0.86867,1.4657,0.006205,0.006205,0.006205
117,15968.8,1.00485,1.00861,1.29477,0.84812,0.72016,0.80569,0.57695,1.14215,0.86668,1.46481,0.006172,0.006172,0.006172
118,16105,1.00541,1.02093,1.29673,0.8758,0.72022,0.81024,0.57879,1.1362,0.86251,1.46026,0.006139,0.006139,0.006139
119,16241.4,1.00855,1.00586,1.29701,0.8838,0.71299,0.81103,0.58081,1.13711,0.85805,1.46167,0.006106,0.006106,0.006106
120,16377.6,1.0067,1.00033,1.29292,0.88978,0.71007,0.8152,0.57924,1.13785,0.86406,1.4592,0.006073,0.006073,0.006073
121,16513.7,1.00296,0.9946,1.28732,0.8734,0.71364,0.81551,0.58434,1.1309,0.86774,1.45497,0.00604,0.00604,0.00604
122,16650,0.99831,0.99756,1.28515,0.86246,0.723,0.81491,0.58651,1.13099,0.862,1.45429,0.006007,0.006007,0.006007
123,16786.5,0.99135,0.98646,1.28219,0.85529,0.72394,0.81291,0.58671,1.12905,0.85845,1.45281,0.005974,0.005974,0.005974
124,16922.9,0.98279,0.98588,1.27894,0.869,0.70859,0.81361,0.58865,1.12262,0.85236,1.45034,0.005941,0.005941,0.005941
125,17059,0.99877,0.99553,1.28198,0.82802,0.73854,0.81165,0.58863,1.11827,0.84961,1.44536,0.005908,0.005908,0.005908
126,17195.3,0.97775,0.97276,1.26854,0.8698,0.69892,0.81167,0.58957,1.11597,0.85298,1.44538,0.005875,0.005875,0.005875
127,17331.7,0.98126,0.97817,1.27061,0.89799,0.6969,0.81766,0.59073,1.11263,0.8468,1.44285,0.005842,0.005842,0.005842
128,17468,0.97961,0.9737,1.27315,0.89433,0.70477,0.81869,0.59136,1.11391,0.84118,1.44149,0.005809,0.005809,0.005809
129,17604.1,0.97242,0.97078,1.26803,0.88031,0.71138,0.82027,0.59537,1.11008,0.84299,1.43882,0.005776,0.005776,0.005776
130,17740.5,0.97617,0.96497,1.27036,0.85419,0.73627,0.82278,0.59996,1.10514,0.84178,1.43393,0.005743,0.005743,0.005743
131,17876.3,0.97167,0.9542,1.27026,0.83304,0.7595,0.82151,0.59982,1.10795,0.84039,1.43624,0.00571,0.00571,0.00571
132,18012.4,0.9774,0.96149,1.2676,0.83498,0.75337,0.82202,0.5998,1.10667,0.83522,1.43306,0.005677,0.005677,0.005677
133,18148.6,0.96178,0.95206,1.26156,0.8399,0.75412,0.82087,0.6015,1.09939,0.83408,1.42675,0.005644,0.005644,0.005644
134,18285,0.95863,0.93128,1.25722,0.89902,0.71402,0.81964,0.60341,1.09557,0.83437,1.42156,0.005611,0.005611,0.005611
135,18421.4,0.9672,0.94746,1.26493,0.85803,0.73734,0.82283,0.60349,1.09431,0.83017,1.42066,0.005578,0.005578,0.005578
136,18557.8,0.95266,0.93092,1.25538,0.85976,0.73853,0.82456,0.60377,1.09304,0.83254,1.41977,0.005545,0.005545,0.005545
137,18694,0.95968,0.94807,1.25645,0.84749,0.74805,0.82376,0.6031,1.09016,0.82811,1.41951,0.005512,0.005512,0.005512
138,18830.2,0.95749,0.93344,1.25615,0.90634,0.71858,0.82572,0.60335,1.08962,0.8248,1.42034,0.005479,0.005479,0.005479
139,18966.4,0.9426,0.92697,1.24673,0.88056,0.73302,0.82502,0.60237,1.08944,0.82292,1.41977,0.005446,0.005446,0.005446
140,19102.6,0.94908,0.92033,1.24766,0.88414,0.73717,0.82579,0.60451,1.08714,0.81878,1.41643,0.005413,0.005413,0.005413
141,19239.2,0.9461,0.92339,1.24902,0.87612,0.73396,0.82389,0.60541,1.0858,0.82363,1.41438,0.00538,0.00538,0.00538
142,19375.5,0.94651,0.91889,1.25057,0.87686,0.73425,0.82344,0.60425,1.09048,0.81745,1.41951,0.005347,0.005347,0.005347
143,19512,0.94603,0.9221,1.24784,0.88203,0.73532,0.82762,0.60565,1.09616,0.81351,1.42281,0.005314,0.005314,0.005314
144,19648.3,0.9396,0.92083,1.24653,0.89383,0.72277,0.82695,0.60538,1.09741,0.81188,1.42339,0.005281,0.005281,0.005281
145,19784.6,0.93751,0.90639,1.24392,0.84073,0.75424,0.82889,0.60587,1.0942,0.81519,1.42129,0.005248,0.005248,0.005248
146,19920.6,0.94003,0.91081,1.24496,0.88329,0.72646,0.82995,0.60785,1.09179,0.81636,1.42102,0.005215,0.005215,0.005215
147,20056.8,0.92891,0.90081,1.23335,0.88343,0.72824,0.82794,0.60772,1.08899,0.81927,1.42071,0.005182,0.005182,0.005182
148,20193,0.93972,0.91269,1.24354,0.8756,0.73109,0.82718,0.6092,1.08595,0.81789,1.41977,0.005149,0.005149,0.005149
149,20329.3,0.92569,0.89922,1.23943,0.894,0.71907,0.82485,0.61017,1.08126,0.81441,1.41729,0.005116,0.005116,0.005116
150,20465.7,0.94068,0.89567,1.23855,0.84017,0.75277,0.82557,0.61045,1.0819,0.81615,1.4158,0.005083,0.005083,0.005083
151,20602.2,0.91605,0.87602,1.22233,0.88621,0.72268,0.8282,0.612,1.07972,0.81386,1.41298,0.00505,0.00505,0.00505
152,20738.7,0.92496,0.88936,1.23722,0.87566,0.7318,0.82796,0.61138,1.07746,0.81419,1.4105,0.005017,0.005017,0.005017
153,20874.9,0.92969,0.89151,1.23355,0.87071,0.73657,0.82822,0.61175,1.07766,0.80556,1.41051,0.004984,0.004984,0.004984
154,21011.1,0.91708,0.87442,1.22692,0.87472,0.73646,0.82867,0.61238,1.07394,0.80075,1.40739,0.004951,0.004951,0.004951
155,21147.3,0.9132,0.88421,1.22329,0.87261,0.73602,0.82971,0.61428,1.07208,0.79866,1.40659,0.004918,0.004918,0.004918
156,21283.7,0.91502,0.88909,1.22761,0.90534,0.72166,0.83102,0.61561,1.06815,0.79899,1.40408,0.004885,0.004885,0.004885
157,21420.1,0.91351,0.88504,1.22881,0.88868,0.73484,0.83343,0.61691,1.06374,0.79781,1.40069,0.004852,0.004852,0.004852
158,21556.4,0.90593,0.8699,1.21745,0.8848,0.73897,0.83467,0.61667,1.05725,0.79599,1.39509,0.004819,0.004819,0.004819
159,21692.8,0.90477,0.86395,1.21997,0.90004,0.72958,0.83232,0.61713,1.05516,0.79544,1.39414,0.004786,0.004786,0.004786
160,21829.1,0.89412,0.85271,1.21288,0.90414,0.72941,0.83265,0.61752,1.05475,0.79482,1.39408,0.004753,0.004753,0.004753
161,21965.6,0.90253,0.87357,1.21896,0.88815,0.73577,0.83094,0.61667,1.05597,0.79414,1.3958,0.00472,0.00472,0.00472
162,22102.1,0.90876,0.86245,1.2212,0.89193,0.73631,0.83171,0.61719,1.05596,0.79452,1.39482,0.004687,0.004687,0.004687
163,22238.6,0.9018,0.85944,1.21399,0.89989,0.7349,0.83352,0.61686,1.0557,0.79471,1.39493,0.004654,0.004654,0.004654
164,22374.8,0.89883,0.85938,1.21586,0.89928,0.73318,0.83321,0.61891,1.0558,0.79597,1.39468,0.004621,0.004621,0.004621
165,22510.9,0.89433,0.84691,1.21233,0.90818,0.73295,0.83227,0.61686,1.05434,0.79439,1.39341,0.004588,0.004588,0.004588
166,22647.2,0.88681,0.84255,1.20589,0.91119,0.73179,0.83241,0.61679,1.05233,0.79646,1.3913,0.004555,0.004555,0.004555
167,22783.6,0.88937,0.85907,1.21499,0.91735,0.72984,0.83217,0.61883,1.05316,0.79497,1.39333,0.004522,0.004522,0.004522
168,22920.1,0.88493,0.8397,1.20214,0.91368,0.73105,0.83243,0.61857,1.05329,0.79515,1.39357,0.004489,0.004489,0.004489
169,23056.3,0.88186,0.84143,1.20474,0.91087,0.73539,0.83405,0.61922,1.05285,0.79512,1.39314,0.004456,0.004456,0.004456
170,23192.5,0.88276,0.83087,1.20461,0.90588,0.73601,0.83395,0.61895,1.05182,0.79445,1.39166,0.004423,0.004423,0.004423
171,23328.8,0.87617,0.83081,1.20732,0.91101,0.73269,0.83344,0.61882,1.05144,0.79358,1.39176,0.00439,0.00439,0.00439
172,23465.2,0.87696,0.83362,1.19819,0.90803,0.73324,0.8321,0.61914,1.04963,0.79363,1.39035,0.004357,0.004357,0.004357
173,23601.1,0.87205,0.83057,1.19875,0.90302,0.73347,0.83178,0.61873,1.04917,0.79285,1.39128,0.004324,0.004324,0.004324
174,23737.4,0.86942,0.82991,1.19653,0.89708,0.73841,0.83229,0.61824,1.04817,0.79177,1.39032,0.004291,0.004291,0.004291
175,23873.8,0.8688,0.82097,1.19003,0.89799,0.74166,0.83284,0.61973,1.04521,0.79129,1.38765,0.004258,0.004258,0.004258
176,24009.9,0.86846,0.82305,1.18912,0.89952,0.74169,0.83484,0.62033,1.0436,0.79095,1.38613,0.004225,0.004225,0.004225
177,24146.3,0.87589,0.82421,1.19672,0.8987,0.74203,0.83459,0.62115,1.04142,0.79032,1.38453,0.004192,0.004192,0.004192
178,24282.5,0.87362,0.82283,1.19334,0.90617,0.73838,0.83492,0.62268,1.03884,0.78861,1.38327,0.004159,0.004159,0.004159
179,24418.9,0.86268,0.80799,1.18932,0.90046,0.74155,0.8343,0.62343,1.03765,0.78818,1.38288,0.004126,0.004126,0.004126
180,24555.2,0.85632,0.80258,1.18329,0.89864,0.74182,0.83546,0.62414,1.03794,0.78738,1.38258,0.004093,0.004093,0.004093
181,24691.6,0.86186,0.81406,1.19594,0.90103,0.74302,0.8358,0.62439,1.03617,0.78775,1.3814,0.00406,0.00406,0.00406
182,24827.9,0.8583,0.79837,1.18529,0.90326,0.74237,0.8358,0.62465,1.0349,0.78634,1.38072,0.004027,0.004027,0.004027
183,24964.3,0.85988,0.81207,1.18366,0.90719,0.73929,0.8351,0.62693,1.03277,0.7863,1.37932,0.003994,0.003994,0.003994
184,25100.4,0.85425,0.80295,1.18905,0.89866,0.73693,0.83435,0.62647,1.03252,0.78558,1.37953,0.003961,0.003961,0.003961
185,25236.5,0.85517,0.80245,1.18007,0.90249,0.73538,0.83413,0.62719,1.03253,0.78528,1.37925,0.003928,0.003928,0.003928
186,25372.6,0.85716,0.80036,1.18397,0.90463,0.73313,0.83201,0.62521,1.03177,0.78762,1.37889,0.003895,0.003895,0.003895
187,25508.9,0.85141,0.80078,1.18285,0.90626,0.73329,0.83401,0.62611,1.03035,0.78674,1.37762,0.003862,0.003862,0.003862
188,25645.1,0.8476,0.78845,1.18072,0.90828,0.7309,0.83454,0.62687,1.03022,0.78588,1.37759,0.003829,0.003829,0.003829
189,25781.5,0.84796,0.79695,1.17651,0.90216,0.73397,0.8345,0.62757,1.02955,0.78593,1.37707,0.003796,0.003796,0.003796
190,25917.8,0.84881,0.79956,1.18043,0.89253,0.73504,0.83439,0.6277,1.02933,0.78644,1.37655,0.003763,0.003763,0.003763
191,26054.2,0.83891,0.78237,1.17503,0.89009,0.73881,0.83367,0.62681,1.02891,0.78669,1.37604,0.00373,0.00373,0.00373
