epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
192,26190.6,0.84701,0.78695,1.1772,0.88989,0.73849,0.83453,0.62726,1.02713,0.78694,1.3745,0.003697,0.003697,0.003697
193,26326.8,0.84502,0.78768,1.17825,0.87965,0.74298,0.83467,0.62863,1.0266,0.78552,1.37382,0.003664,0.003664,0.003664
194,26463.3,0.84022,0.78062,1.17401,0.88224,0.74295,0.83513,0.62787,1.02619,0.78576,1.37282,0.003631,0.003631,0.003631
195,26599.7,0.83483,0.76536,1.17328,0.88789,0.74123,0.83519,0.62812,1.02584,0.78609,1.37245,0.003598,0.003598,0.003598
196,26736,0.83312,0.77456,1.17137,0.8946,0.73795,0.83457,0.62914,1.02576,0.78656,1.37264,0.003565,0.003565,0.003565
197,26872.4,0.83361,0.77669,1.17042,0.89044,0.73943,0.83506,0.62977,1.0264,0.78706,1.37346,0.003532,0.003532,0.003532
198,27008.9,0.82447,0.77422,1.1661,0.89392,0.73821,0.83555,0.63002,1.02608,0.78781,1.37336,0.003499,0.003499,0.003499
199,27145.3,0.82162,0.76183,1.16288,0.89136,0.74088,0.83611,0.63024,1.02665,0.78777,1.3739,0.003466,0.003466,0.003466
200,27281.6,0.82119,0.76133,1.16313,0.89154,0.74063,0.8361,0.63044,1.0261,0.78791,1.37363,0.003433,0.003433,0.003433
201,27417.8,0.82084,0.75123,1.16314,0.89167,0.74263,0.83573,0.63019,1.02578,0.78597,1.37339,0.0034,0.0034,0.0034
202,27554,0.81927,0.76189,1.15676,0.89785,0.74104,0.8361,0.62988,1.0251,0.78569,1.37296,0.003367,0.003367,0.003367
203,27690.5,0.81772,0.75055,1.15845,0.89915,0.74145,0.83613,0.63051,1.02512,0.78607,1.37306,0.003334,0.003334,0.003334
204,27826.7,0.81262,0.75374,1.15893,0.89919,0.73958,0.83611,0.63011,1.02484,0.78651,1.37325,0.003301,0.003301,0.003301
205,27963.2,0.81068,0.74943,1.15443,0.89931,0.73781,0.83568,0.63045,1.0241,0.78643,1.37252,0.003268,0.003268,0.003268
206,28099.4,0.82117,0.75154,1.16043,0.90093,0.73708,0.83545,0.62975,1.02385,0.78698,1.3727,0.003235,0.003235,0.003235
207,28235.6,0.8118,0.75542,1.15756,0.90401,0.73455,0.83428,0.63001,1.02351,0.78718,1.37251,0.003202,0.003202,0.003202
208,28371.6,0.81307,0.74727,1.15758,0.91218,0.72983,0.834,0.63123,1.02269,0.78581,1.37147,0.003169,0.003169,0.003169
209,28507.8,0.80997,0.73603,1.15434,0.91255,0.72932,0.83376,0.63083,1.02235,0.78568,1.37085,0.003136,0.003136,0.003136
210,28644.3,0.80888,0.74082,1.15382,0.91042,0.73157,0.83387,0.6302,1.02204,0.7854,1.37056,0.003103,0.003103,0.003103
211,28780.6,0.79579,0.73566,1.14842,0.91211,0.73031,0.83387,0.63034,1.02165,0.78482,1.3705,0.00307,0.00307,0.00307
212,28917,0.79569,0.7277,1.14614,0.91582,0.72891,0.83389,0.63071,1.02111,0.78416,1.37004,0.003037,0.003037,0.003037
213,29053.3,0.79356,0.73163,1.14613,0.91735,0.72785,0.83372,0.6312,1.02119,0.78315,1.37022,0.003004,0.003004,0.003004
214,29189.8,0.8005,0.74394,1.15101,0.91679,0.72782,0.83358,0.63263,1.02063,0.78239,1.3694,0.002971,0.002971,0.002971
215,29326,0.79908,0.73247,1.14975,0.92167,0.72827,0.83342,0.63248,1.02095,0.78169,1.36961,0.002938,0.002938,0.002938
216,29462.2,0.78755,0.71586,1.14261,0.92328,0.72936,0.83378,0.63227,1.0207,0.7812,1.36918,0.002905,0.002905,0.002905
217,29598.5,0.79332,0.7229,1.14305,0.92086,0.73105,0.83421,0.63261,1.02025,0.78126,1.36912,0.002872,0.002872,0.002872
218,29734.7,0.79358,0.71984,1.14477,0.91941,0.73091,0.83444,0.633,1.01988,0.78106,1.36918,0.002839,0.002839,0.002839
219,29871.2,0.78805,0.72698,1.14021,0.90923,0.73385,0.83442,0.63367,1.0197,0.78126,1.36889,0.002806,0.002806,0.002806
220,30007.5,0.79479,0.72697,1.14069,0.90718,0.73418,0.83433,0.63387,1.01928,0.78127,1.3685,0.002773,0.002773,0.002773
221,30143.8,0.7837,0.71566,1.14147,0.90741,0.73237,0.83426,0.63418,1.01912,0.78162,1.36817,0.00274,0.00274,0.00274
222,30280,0.77787,0.7154,1.13805,0.88373,0.74085,0.83409,0.63556,1.01874,0.78108,1.36794,0.002707,0.002707,0.002707
223,30416,0.78307,0.71155,1.1377,0.90085,0.73654,0.8342,0.63581,1.01797,0.78149,1.36676,0.002674,0.002674,0.002674
224,30552.1,0.77011,0.69457,1.13062,0.88638,0.74136,0.83372,0.63619,1.01765,0.78151,1.3667,0.002641,0.002641,0.002641
225,30688.6,0.77591,0.70204,1.13285,0.88716,0.74197,0.83325,0.63602,1.01735,0.7811,1.36653,0.002608,0.002608,0.002608
226,30825.1,0.77824,0.71078,1.13736,0.8858,0.74213,0.83179,0.63583,1.01677,0.78108,1.36616,0.002575,0.002575,0.002575
227,30961.2,0.77702,0.70551,1.1371,0.88404,0.7427,0.8318,0.63605,1.01653,0.78124,1.3659,0.002542,0.002542,0.002542
228,31097.2,0.76757,0.69782,1.12676,0.88357,0.74303,0.83234,0.63624,1.01607,0.78104,1.36573,0.002509,0.002509,0.002509
229,31233.7,0.76069,0.69494,1.12702,0.88337,0.74284,0.83208,0.63734,1.01589,0.78112,1.36563,0.002476,0.002476,0.002476
230,31370.1,0.77026,0.69066,1.12477,0.88273,0.74347,0.83182,0.63644,1.01554,0.78046,1.36576,0.002443,0.002443,0.002443
231,31506.3,0.76634,0.68852,1.12308,0.88188,0.74357,0.83145,0.63666,1.01509,0.78094,1.36532,0.00241,0.00241,0.00241
232,31642.7,0.76073,0.68088,1.12234,0.88199,0.74326,0.83161,0.6372,1.01478,0.7812,1.36538,0.002377,0.002377,0.002377
233,31778.8,0.75636,0.68764,1.12292,0.88268,0.74302,0.83187,0.63602,1.01431,0.78082,1.3653,0.002344,0.002344,0.002344
234,31915,0.75949,0.68339,1.12616,0.8835,0.74329,0.8309,0.63658,1.01389,0.78075,1.36516,0.002311,0.002311,0.002311
235,32051.6,0.76062,0.69025,1.13008,0.8833,0.7423,0.83137,0.63648,1.01379,0.78039,1.36503,0.002278,0.002278,0.002278
236,32188,0.76777,0.69514,1.12746,0.88318,0.74245,0.83132,0.63635,1.01338,0.78054,1.36455,0.002245,0.002245,0.002245
237,32324.2,0.75651,0.67961,1.12283,0.88327,0.74244,0.83129,0.63666,1.013,0.7804,1.36432,0.002212,0.002212,0.002212
238,32460.2,0.74735,0.68305,1.12008,0.88274,0.74239,0.8312,0.63609,1.01279,0.78009,1.36471,0.002179,0.002179,0.002179
239,32596.5,0.76168,0.68507,1.12297,0.88373,0.74352,0.83111,0.63671,1.01235,0.78051,1.36451,0.002146,0.002146,0.002146
240,32732.6,0.75059,0.66963,1.11564,0.88318,0.74362,0.83151,0.63676,1.01218,0.78072,1.36409,0.002113,0.002113,0.002113
241,32868.8,0.74665,0.67408,1.11626,0.88322,0.74236,0.83147,0.63714,1.01202,0.78113,1.36393,0.00208,0.00208,0.00208
242,33004.7,0.74557,0.67012,1.11679,0.8833,0.7421,0.83156,0.63682,1.01139,0.78167,1.36352,0.002047,0.002047,0.002047
243,33141.1,0.73754,0.6573,1.10944,0.8833,0.74153,0.83142,0.63736,1.01069,0.78179,1.36293,0.002014,0.002014,0.002014
244,33277.3,0.74828,0.67796,1.11554,0.88273,0.74163,0.8312,0.63729,1.00998,0.78118,1.36254,0.001981,0.001981,0.001981
245,33413.7,0.73828,0.66441,1.11189,0.88332,0.74229,0.8314,0.63725,1.00956,0.78211,1.36233,0.001948,0.001948,0.001948
246,33550.1,0.73493,0.6572,1.10718,0.88344,0.74352,0.83138,0.63667,1.00901,0.7818,1.36174,0.001915,0.001915,0.001915
247,33687.5,0.73871,0.66456,1.11276,0.8832,0.74404,0.83099,0.63665,1.00879,0.78245,1.36163,0.001882,0.001882,0.001882
248,33823.7,0.73508,0.65831,1.11031,0.88158,0.74265,0.82994,0.63677,1.00793,0.78151,1.36089,0.001849,0.001849,0.001849
249,33959.6,0.73026,0.65643,1.10626,0.8823,0.74225,0.83109,0.63788,1.00755,0.78208,1.36055,0.001816,0.001816,0.001816
250,34095.9,0.73031,0.65509,1.10664,0.87398,0.74585,0.82914,0.6374,1.00709,0.7823,1.3602,0.001783,0.001783,0.001783
251,34232.1,0.72783,0.65427,1.10592,0.87321,0.74504,0.82909,0.63771,1.0071,0.7826,1.36032,0.00175,0.00175,0.00175
252,34368.5,0.73063,0.65045,1.10238,0.87161,0.74676,0.82896,0.63751,1.00679,0.78274,1.36042,0.001717,0.001717,0.001717
253,34504.7,0.73076,0.6485,1.10388,0.87182,0.74676,0.82819,0.63688,1.007,0.78244,1.36058,0.001684,0.001684,0.001684
254,34640.9,0.72873,0.65496,1.10137,0.87001,0.74635,0.82769,0.63785,1.00653,0.78279,1.36029,0.001651,0.001651,0.001651
255,34777,0.71486,0.64202,1.09817,0.87099,0.74582,0.82779,0.63776,1.00577,0.78334,1.3599,0.001618,0.001618,0.001618
256,34913.5,0.7261,0.65124,1.10502,0.87102,0.74531,0.82754,0.63783,1.00568,0.78316,1.35997,0.001585,0.001585,0.001585
257,35049.8,0.7124,0.64049,1.09454,0.87072,0.74499,0.82757,0.63732,1.0054,0.78349,1.36002,0.001552,0.001552,0.001552
258,35186,0.71396,0.63893,1.0941,0.8703,0.74456,0.82748,0.63799,1.00499,0.78342,1.35993,0.001519,0.001519,0.001519
259,35322.4,0.71758,0.63904,1.10104,0.87015,0.7456,0.82798,0.63759,1.00456,0.78342,1.35968,0.001486,0.001486,0.001486
260,35458.6,0.71352,0.63596,1.09338,0.86991,0.74501,0.82804,0.63776,1.0045,0.78392,1.35981,0.001453,0.001453,0.001453
261,35594.9,0.70204,0.63058,1.08997,0.87169,0.74373,0.82818,0.63842,1.00455,0.78374,1.35997,0.00142,0.00142,0.00142
262,35731.1,0.71321,0.63605,1.09155,0.87673,0.74106,0.82805,0.63804,1.00403,0.78391,1.3599,0.001387,0.001387,0.001387
263,35867.6,0.70682,0.63643,1.09497,0.87562,0.74147,0.82876,0.6383,1.00366,0.78382,1.35959,0.001354,0.001354,0.001354
264,36003.9,0.69916,0.62173,1.09012,0.88075,0.74194,0.82855,0.63875,1.00282,0.78351,1.3593,0.001321,0.001321,0.001321
265,36140.3,0.702,0.62743,1.08854,0.88115,0.74131,0.82828,0.63831,1.00327,0.78393,1.35973,0.001288,0.001288,0.001288
266,36276.6,0.7045,0.63368,1.09023,0.8808,0.74172,0.82841,0.63901,1.003,0.78393,1.35966,0.001255,0.001255,0.001255
267,36412.8,0.70723,0.62349,1.09207,0.88109,0.7427,0.82883,0.6386,1.00274,0.78378,1.35947,0.001222,0.001222,0.001222
268,36549,0.70135,0.62571,1.08984,0.87885,0.74225,0.83028,0.63891,1.0024,0.78346,1.35931,0.001189,0.001189,0.001189
269,36685.2,0.69461,0.61821,1.08494,0.87901,0.74277,0.83083,0.63868,1.00225,0.78353,1.35924,0.001156,0.001156,0.001156
270,36821.6,0.69921,0.62255,1.08749,0.8791,0.74316,0.83086,0.63914,1.00234,0.78329,1.35943,0.001123,0.001123,0.001123
271,36957.8,0.69596,0.62405,1.08748,0.87821,0.74282,0.83107,0.63902,1.00215,0.78384,1.35948,0.00109,0.00109,0.00109
272,37093.9,0.68672,0.60935,1.08432,0.88304,0.7418,0.83049,0.6398,1.00222,0.7837,1.3596,0.001057,0.001057,0.001057
273,37230.1,0.69958,0.62285,1.08556,0.88329,0.74159,0.83098,0.63911,1.00176,0.7836,1.35946,0.001024,0.001024,0.001024
274,37365.9,0.69276,0.61551,1.08694,0.8837,0.74192,0.83092,0.64046,1.00158,0.78383,1.35931,0.000991,0.000991,0.000991
275,37502.2,0.69107,0.61582,1.08368,0.88451,0.74264,0.83083,0.63992,1.00116,0.78343,1.3592,0.000958,0.000958,0.000958
276,37638.1,0.68873,0.61338,1.08379,0.88548,0.74156,0.83044,0.64098,1.00056,0.78377,1.35912,0.000925,0.000925,0.000925
277,37774.4,0.68181,0.59834,1.07561,0.88352,0.74109,0.8305,0.64059,1.00033,0.78372,1.35901,0.000892,0.000892,0.000892
278,37910.7,0.6825,0.60261,1.07769,0.88365,0.74251,0.83051,0.64068,1.00009,0.78488,1.35927,0.000859,0.000859,0.000859
279,38047.1,0.68957,0.60611,1.07844,0.88122,0.74247,0.83046,0.64085,0.99995,0.78473,1.35955,0.000826,0.000826,0.000826
280,38183.2,0.67604,0.59197,1.07458,0.88199,0.74242,0.8302,0.64074,0.99958,0.78458,1.35938,0.000793,0.000793,0.000793
281,38319.6,0.67875,0.59404,1.07608,0.88456,0.73932,0.83,0.64113,0.99924,0.78416,1.35919,0.00076,0.00076,0.00076
282,38455.6,0.6755,0.59034,1.0758,0.88409,0.74002,0.83088,0.64159,0.99895,0.78424,1.35868,0.000727,0.000727,0.000727
283,38592.1,0.67228,0.59383,1.07373,0.88226,0.74267,0.83098,0.64109,0.99874,0.78407,1.35881,0.000694,0.000694,0.000694
284,38728.4,0.67129,0.59466,1.07212,0.88211,0.74257,0.83109,0.64105,0.99843,0.78391,1.35871,0.000661,0.000661,0.000661
285,38865,0.66856,0.58739,1.07001,0.88133,0.74292,0.831,0.64232,0.99837,0.7841,1.35882,0.000628,0.000628,0.000628
286,39001.2,0.67535,0.59001,1.07673,0.88399,0.74506,0.8319,0.64157,0.99841,0.78431,1.3591,0.000595,0.000595,0.000595
287,39137.5,0.66626,0.58255,1.06867,0.88236,0.74551,0.83198,0.64183,0.99794,0.78448,1.35935,0.000562,0.000562,0.000562
288,39273.9,0.66458,0.59021,1.07001,0.87838,0.74644,0.83214,0.64211,0.99793,0.78429,1.35978,0.000529,0.000529,0.000529
289,39410,0.66605,0.5814,1.07124,0.87673,0.75112,0.83238,0.64256,0.99775,0.78429,1.35993,0.000496,0.000496,0.000496
290,39546.5,0.66349,0.58181,1.06917,0.87476,0.75209,0.83297,0.64271,0.99735,0.78391,1.35989,0.000463,0.000463,0.000463
291,39717.5,0.59398,0.41482,1.03712,0.87564,0.75297,0.8334,0.64257,0.99729,0.78429,1.36007,0.00043,0.00043,0.00043
292,39853.2,0.56679,0.39472,1.02198,0.87481,0.75381,0.83335,0.64254,0.9967,0.78471,1.3595,0.000397,0.000397,0.000397
293,39988.8,0.56795,0.38211,1.02477,0.87578,0.75187,0.83307,0.64265,0.99662,0.78505,1.35958,0.000364,0.000364,0.000364
294,40124.2,0.56475,0.38513,1.02094,0.87726,0.75237,0.83346,0.64264,0.99627,0.78484,1.3595,0.000331,0.000331,0.000331
295,40259.8,0.55514,0.3793,1.01727,0.87788,0.75186,0.83279,0.6431,0.99609,0.78509,1.35954,0.000298,0.000298,0.000298
296,40395.4,0.55551,0.37616,1.01385,0.87763,0.75224,0.83296,0.64329,0.99567,0.78436,1.35959,0.000265,0.000265,0.000265
297,40531.1,0.55104,0.3704,1.01373,0.87832,0.75218,0.83321,0.64377,0.99578,0.78432,1.35982,0.000232,0.000232,0.000232
298,40666.6,0.54588,0.37058,1.0092,0.8785,0.75297,0.83326,0.64376,0.99534,0.78387,1.35955,0.000199,0.000199,0.000199
299,40802.8,0.54928,0.37167,1.01207,0.87804,0.75311,0.83315,0.64404,0.99497,0.78397,1.35929,0.000166,0.000166,0.000166
300,40938.1,0.54562,0.37162,1.01102,0.8768,0.75328,0.83306,0.64324,0.9947,0.78393,1.35924,0.000133,0.000133,0.000133
