epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,28785.4,0.872,0.81342,1.19057,0.84654,0.75525,0.82357,0.62238,1.03557,0.75348,1.37948,0.003994,0.003994,0.003994
184,28941.5,0.86028,0.80263,1.19113,0.84484,0.75808,0.82461,0.62301,1.03435,0.75329,1.37879,0.003961,0.003961,0.003961
185,29098,0.86655,0.80053,1.18606,0.84599,0.75867,0.82552,0.62308,1.03434,0.75318,1.37885,0.003928,0.003928,0.003928
186,29254,0.86261,0.79409,1.18502,0.85015,0.75678,0.82512,0.62443,1.03323,0.75263,1.37826,0.003895,0.003895,0.003895
187,29410.6,0.85692,0.79541,1.18428,0.84832,0.76031,0.8256,0.62477,1.03281,0.75229,1.37811,0.003862,0.003862,0.003862
188,29566.8,0.86098,0.79459,1.18736,0.83966,0.76413,0.8257,0.62483,1.03292,0.75129,1.37861,0.003829,0.003829,0.003829
189,29723.3,0.85531,0.79022,1.18118,0.83951,0.76367,0.82568,0.62533,1.03199,0.75006,1.37754,0.003796,0.003796,0.003796
190,29879.5,0.85356,0.79478,1.1819,0.84582,0.76255,0.82609,0.62555,1.03117,0.75039,1.37584,0.003763,0.003763,0.003763
191,30036.1,0.84864,0.7851,1.17951,0.84572,0.7604,0.82587,0.62572,1.03046,0.75149,1.37507,0.00373,0.00373,0.00373
192,30192.7,0.85822,0.77605,1.18248,0.8453,0.76154,0.82595,0.62548,1.03026,0.75227,1.37459,0.003697,0.003697,0.003697
193,30349,0.84418,0.77949,1.17841,0.84402,0.76351,0.82545,0.62714,1.03089,0.75169,1.37486,0.003664,0.003664,0.003664
194,30505.7,0.85413,0.77968,1.18014,0.84797,0.76116,0.825,0.62629,1.02999,0.7523,1.37377,0.003631,0.003631,0.003631
195,30662.3,0.83647,0.76235,1.17324,0.84549,0.76082,0.82607,0.62692,1.02958,0.75224,1.37323,0.003598,0.003598,0.003598
196,30818.7,0.83966,0.7644,1.17123,0.84569,0.76059,0.82598,0.62739,1.02902,0.75246,1.37234,0.003565,0.003565,0.003565
197,30975.2,0.84166,0.77001,1.17391,0.84638,0.75815,0.82609,0.62744,1.02881,0.75249,1.37209,0.003532,0.003532,0.003532
198,31131.7,0.83043,0.76845,1.16669,0.85431,0.75385,0.82651,0.62695,1.02811,0.75072,1.37186,0.003499,0.003499,0.003499
199,31288,0.83767,0.75921,1.16918,0.85468,0.75336,0.82613,0.6272,1.02773,0.75253,1.37164,0.003466,0.003466,0.003466
200,31445.3,0.83164,0.75696,1.16818,0.85205,0.75472,0.82608,0.6282,1.02802,0.75269,1.37288,0.003433,0.003433,0.003433
201,31601.8,0.82785,0.75241,1.16754,0.85141,0.75733,0.82615,0.62843,1.02781,0.75227,1.37303,0.0034,0.0034,0.0034
202,31758.5,0.82694,0.75707,1.16042,0.85108,0.75757,0.82535,0.62815,1.02748,0.75194,1.37308,0.003367,0.003367,0.003367
203,31914.8,0.82821,0.74381,1.1626,0.84955,0.76054,0.82528,0.62834,1.02677,0.75153,1.37318,0.003334,0.003334,0.003334
204,32071.5,0.82277,0.74877,1.16274,0.84698,0.76169,0.82562,0.62911,1.02633,0.75037,1.37287,0.003301,0.003301,0.003301
205,32228,0.81378,0.74028,1.15375,0.84655,0.75981,0.82527,0.62946,1.02593,0.75028,1.37247,0.003268,0.003268,0.003268
206,32384.8,0.82287,0.74447,1.15832,0.844,0.76485,0.82606,0.6296,1.02657,0.74983,1.37258,0.003235,0.003235,0.003235
207,32541.2,0.82337,0.74765,1.16367,0.84436,0.7658,0.82549,0.63044,1.02622,0.74969,1.37266,0.003202,0.003202,0.003202
208,32697.6,0.82137,0.74762,1.16109,0.83956,0.76254,0.82538,0.63164,1.02432,0.74957,1.37032,0.003169,0.003169,0.003169
209,32854.3,0.81266,0.73763,1.1507,0.84265,0.76266,0.82615,0.63179,1.02402,0.74954,1.3697,0.003136,0.003136,0.003136
210,33010.7,0.81067,0.73066,1.15109,0.84823,0.75832,0.82644,0.63186,1.02314,0.74944,1.36869,0.003103,0.003103,0.003103
211,33167.6,0.80582,0.73032,1.15366,0.84839,0.75775,0.82683,0.63186,1.02256,0.74824,1.36807,0.00307,0.00307,0.00307
212,33324.2,0.80541,0.72376,1.14905,0.84356,0.76202,0.82727,0.63217,1.02179,0.74799,1.36757,0.003037,0.003037,0.003037
213,33480.9,0.79783,0.72103,1.14553,0.83722,0.76421,0.82657,0.63242,1.02114,0.74807,1.36688,0.003004,0.003004,0.003004
214,33637.4,0.80316,0.72822,1.14737,0.8459,0.76081,0.82671,0.63298,1.02011,0.74784,1.36617,0.002971,0.002971,0.002971
215,33793.9,0.79879,0.7211,1.14791,0.83726,0.76374,0.8265,0.63292,1.02099,0.74676,1.36774,0.002938,0.002938,0.002938
216,33950.4,0.78661,0.7049,1.14073,0.83736,0.76354,0.82604,0.63233,1.01836,0.74715,1.36542,0.002905,0.002905,0.002905
217,34107.1,0.79612,0.71257,1.13908,0.8496,0.75602,0.82664,0.63194,1.01796,0.74662,1.3652,0.002872,0.002872,0.002872
218,34263.7,0.79649,0.71297,1.14461,0.85264,0.75432,0.82687,0.63264,1.01702,0.74606,1.36472,0.002839,0.002839,0.002839
219,34420.3,0.79449,0.71017,1.13931,0.85518,0.7536,0.82669,0.63334,1.01678,0.74543,1.36454,0.002806,0.002806,0.002806
220,34576.8,0.79773,0.71173,1.14019,0.85507,0.75499,0.82692,0.63335,1.01639,0.74593,1.36395,0.002773,0.002773,0.002773
221,34733.4,0.78775,0.70644,1.14258,0.85861,0.75373,0.82807,0.63448,1.01615,0.74509,1.36404,0.00274,0.00274,0.00274
222,34889.7,0.78398,0.69781,1.13515,0.85963,0.75277,0.82819,0.63526,1.01595,0.74492,1.36361,0.002707,0.002707,0.002707
223,35046.3,0.78836,0.69889,1.13584,0.86078,0.75278,0.82817,0.6349,1.0155,0.74541,1.36319,0.002674,0.002674,0.002674
224,35202.8,0.7721,0.69013,1.12763,0.85966,0.75281,0.82823,0.63438,1.01552,0.74469,1.36307,0.002641,0.002641,0.002641
225,35359.7,0.78214,0.68585,1.13342,0.86222,0.75221,0.8281,0.63508,1.01532,0.74506,1.36311,0.002608,0.002608,0.002608
226,35516.1,0.77965,0.68855,1.1339,0.86033,0.75208,0.82797,0.63436,1.01499,0.74517,1.36282,0.002575,0.002575,0.002575
227,35672.7,0.77724,0.68906,1.13343,0.86221,0.75141,0.82816,0.63505,1.01456,0.74473,1.36249,0.002542,0.002542,0.002542
228,35829.4,0.76878,0.68743,1.12783,0.86198,0.75163,0.82798,0.6356,1.01445,0.74399,1.36266,0.002509,0.002509,0.002509
229,35986.2,0.76546,0.68486,1.12521,0.86277,0.75173,0.82835,0.63501,1.01385,0.7441,1.36225,0.002476,0.002476,0.002476
230,36142.8,0.77121,0.67679,1.12231,0.8653,0.75041,0.82847,0.63651,1.01383,0.74356,1.36189,0.002443,0.002443,0.002443
231,36299.4,0.77507,0.67653,1.12545,0.86022,0.75426,0.82941,0.63619,1.01312,0.74356,1.36122,0.00241,0.00241,0.00241
232,36455.9,0.75811,0.66764,1.11952,0.86031,0.75466,0.82915,0.63595,1.01281,0.74385,1.36126,0.002377,0.002377,0.002377
233,36612.6,0.75677,0.67431,1.12274,0.86739,0.7487,0.82905,0.63669,1.01307,0.74412,1.36131,0.002344,0.002344,0.002344
234,36769.1,0.76433,0.67559,1.12622,0.86804,0.74833,0.82921,0.63608,1.01273,0.74484,1.36139,0.002311,0.002311,0.002311
235,36925.6,0.7655,0.68017,1.12757,0.8687,0.74841,0.82916,0.63644,1.01264,0.74513,1.36143,0.002278,0.002278,0.002278
236,37082.1,0.76745,0.68083,1.1234,0.86805,0.74971,0.82899,0.63654,1.01166,0.7454,1.36018,0.002245,0.002245,0.002245
237,37238.9,0.75146,0.66232,1.11733,0.8682,0.74993,0.82903,0.63648,1.01133,0.74516,1.36069,0.002212,0.002212,0.002212
238,37395.4,0.75381,0.66469,1.12128,0.86709,0.75001,0.82902,0.63672,1.01133,0.74483,1.36127,0.002179,0.002179,0.002179
239,37551.9,0.75791,0.67378,1.11865,0.86717,0.74984,0.82872,0.63716,1.0109,0.74516,1.36083,0.002146,0.002146,0.002146
240,37708.4,0.75344,0.66265,1.11829,0.86726,0.74976,0.82877,0.63676,1.0108,0.74495,1.36098,0.002113,0.002113,0.002113
241,37864.7,0.74742,0.66034,1.11728,0.86735,0.74899,0.82911,0.63672,1.01115,0.74462,1.36162,0.00208,0.00208,0.00208
242,38021.2,0.74688,0.65743,1.11435,0.86815,0.74836,0.82871,0.63628,1.01077,0.74421,1.3614,0.002047,0.002047,0.002047
243,38177.9,0.74339,0.64537,1.1095,0.86958,0.74661,0.82859,0.63678,1.01042,0.74395,1.36103,0.002014,0.002014,0.002014
244,38334.4,0.75263,0.66614,1.11561,0.86946,0.74796,0.82843,0.63725,1.00964,0.74396,1.36053,0.001981,0.001981,0.001981
245,38491,0.73403,0.6504,1.10728,0.8709,0.74653,0.82841,0.63743,1.00911,0.74353,1.36033,0.001948,0.001948,0.001948
246,38647.5,0.74075,0.6449,1.10784,0.86882,0.74783,0.82784,0.63755,1.00932,0.74376,1.3608,0.001915,0.001915,0.001915
247,38803.8,0.73605,0.64578,1.10958,0.86807,0.74789,0.82803,0.63637,1.00831,0.74334,1.35959,0.001882,0.001882,0.001882
248,38960.5,0.73864,0.64386,1.10833,0.86899,0.74692,0.82776,0.63639,1.00787,0.74414,1.35942,0.001849,0.001849,0.001849
249,39117.2,0.73158,0.6391,1.10765,0.86763,0.74709,0.82746,0.6359,1.00747,0.74425,1.35895,0.001816,0.001816,0.001816
250,39273.9,0.7292,0.64106,1.10291,0.86896,0.74708,0.82785,0.63654,1.00776,0.74454,1.35947,0.001783,0.001783,0.001783
251,39430.2,0.7242,0.63687,1.10047,0.86925,0.74706,0.82735,0.63656,1.00799,0.74495,1.3598,0.00175,0.00175,0.00175
252,39586.9,0.7307,0.63456,1.10044,0.86885,0.7461,0.82743,0.63601,1.00804,0.74488,1.3602,0.001717,0.001717,0.001717
253,39743.4,0.73013,0.63536,1.10059,0.8689,0.74659,0.8278,0.63634,1.00801,0.74503,1.36005,0.001684,0.001684,0.001684
254,39900,0.73489,0.64664,1.10358,0.86516,0.74717,0.82738,0.63655,1.0082,0.74439,1.36052,0.001651,0.001651,0.001651
255,40057.6,0.71817,0.62895,1.09611,0.86553,0.74769,0.82728,0.63671,1.00785,0.74463,1.36024,0.001618,0.001618,0.001618
256,40214.2,0.72188,0.63196,1.09781,0.8663,0.74769,0.8273,0.63714,1.00786,0.74497,1.36062,0.001585,0.001585,0.001585
257,40370.8,0.71267,0.62501,1.09214,0.86387,0.74895,0.82756,0.63699,1.00686,0.74527,1.35986,0.001552,0.001552,0.001552
258,40527.3,0.71703,0.62236,1.09111,0.86276,0.75008,0.82796,0.63775,1.007,0.74501,1.36016,0.001519,0.001519,0.001519
259,40684.1,0.71642,0.62685,1.09638,0.86221,0.75149,0.82803,0.63821,1.00657,0.74555,1.35975,0.001486,0.001486,0.001486
260,40840.7,0.71681,0.61669,1.09166,0.86176,0.75215,0.8278,0.63776,1.00544,0.74523,1.35858,0.001453,0.001453,0.001453
261,40997.1,0.70691,0.61251,1.08931,0.86212,0.75201,0.82793,0.63777,1.00633,0.74513,1.36003,0.00142,0.00142,0.00142
262,41153.8,0.70965,0.61832,1.08678,0.86171,0.75214,0.82787,0.63648,1.00607,0.74513,1.36006,0.001387,0.001387,0.001387
263,41310.2,0.7123,0.62562,1.09297,0.86012,0.75229,0.82847,0.63774,1.0056,0.74532,1.35962,0.001354,0.001354,0.001354
264,41466.6,0.70301,0.60925,1.08879,0.85921,0.7524,0.82845,0.6377,1.00436,0.74564,1.35804,0.001321,0.001321,0.001321
265,41623.2,0.70354,0.61121,1.0848,0.85709,0.75342,0.82848,0.63787,1.00414,0.74569,1.35865,0.001288,0.001288,0.001288
266,41779.5,0.70369,0.6186,1.08669,0.85698,0.75439,0.82807,0.63794,1.00386,0.74558,1.35889,0.001255,0.001255,0.001255
267,41936.1,0.70427,0.61204,1.09005,0.85672,0.75548,0.82806,0.63743,1.00479,0.74547,1.35984,0.001222,0.001222,0.001222
268,42092.5,0.6993,0.61164,1.08481,0.85757,0.75731,0.82908,0.63814,1.00326,0.74591,1.35796,0.001189,0.001189,0.001189
269,42249.2,0.69403,0.5972,1.07987,0.85778,0.75804,0.82944,0.63765,1.0034,0.74565,1.35831,0.001156,0.001156,0.001156
270,42405.8,0.69577,0.6103,1.08255,0.85809,0.7576,0.82907,0.63814,1.00429,0.74506,1.35959,0.001123,0.001123,0.001123
271,42562.3,0.69277,0.60338,1.08177,0.8579,0.75712,0.82906,0.63832,1.00342,0.74465,1.35923,0.00109,0.00109,0.00109
272,42718.9,0.68643,0.59251,1.07937,0.85822,0.75728,0.82883,0.63841,1.00321,0.74452,1.3592,0.001057,0.001057,0.001057
273,42875.4,0.69893,0.60546,1.08281,0.85763,0.75859,0.82894,0.6389,1.00354,0.744,1.35968,0.001024,0.001024,0.001024
274,43031.9,0.69206,0.60309,1.0843,0.85775,0.75862,0.82826,0.63867,1.00375,0.74367,1.3604,0.000991,0.000991,0.000991
275,43188.4,0.68866,0.59523,1.07683,0.85752,0.75883,0.82883,0.63954,1.0027,0.74441,1.35985,0.000958,0.000958,0.000958
276,43344.7,0.6825,0.59071,1.0743,0.85773,0.75863,0.82751,0.63898,1.00258,0.74425,1.35977,0.000925,0.000925,0.000925
277,43501.3,0.6786,0.57688,1.06948,0.8588,0.75723,0.82908,0.63962,1.00175,0.74388,1.35929,0.000892,0.000892,0.000892
278,43658,0.6829,0.58808,1.07473,0.85994,0.75703,0.8298,0.64045,1.00121,0.74435,1.35848,0.000859,0.000859,0.000859
279,43814.6,0.69059,0.58647,1.07451,0.85986,0.75693,0.82977,0.63995,1.00016,0.7442,1.35776,0.000826,0.000826,0.000826
280,43971,0.67161,0.57342,1.06712,0.85857,0.75727,0.82972,0.63999,0.99956,0.74372,1.35744,0.000793,0.000793,0.000793
281,44127.5,0.67567,0.57946,1.07057,0.85658,0.75817,0.82958,0.63966,0.99951,0.74323,1.35746,0.00076,0.00076,0.00076
282,44284,0.67252,0.57189,1.07155,0.85646,0.75817,0.82953,0.64015,0.99925,0.74266,1.35718,0.000727,0.000727,0.000727
283,44440.5,0.66873,0.57887,1.06848,0.85766,0.7573,0.82931,0.63945,0.99887,0.7424,1.35766,0.000694,0.000694,0.000694
284,44597,0.67163,0.57869,1.0684,0.85713,0.75812,0.83002,0.63979,0.9984,0.74226,1.35739,0.000661,0.000661,0.000661
285,44753.3,0.66584,0.57087,1.06445,0.85756,0.75797,0.8292,0.63978,0.99792,0.74238,1.35754,0.000628,0.000628,0.000628
286,44909.9,0.66843,0.5748,1.06802,0.86088,0.75926,0.82939,0.64022,0.99816,0.74152,1.35783,0.000595,0.000595,0.000595
287,45066.3,0.6551,0.56153,1.06215,0.86539,0.75756,0.82977,0.6403,0.998,0.74136,1.35776,0.000562,0.000562,0.000562
288,45222.6,0.65779,0.57499,1.0642,0.85271,0.76405,0.82963,0.64009,0.99773,0.7415,1.35769,0.000529,0.000529,0.000529
289,45379.1,0.66185,0.56039,1.06335,0.86063,0.75949,0.82976,0.64027,0.99748,0.74119,1.35758,0.000496,0.000496,0.000496
290,45535.6,0.65296,0.56042,1.06052,0.86175,0.75927,0.8294,0.64054,0.99751,0.74082,1.35807,0.000463,0.000463,0.000463
291,45733.5,0.57917,0.39246,1.02195,0.86326,0.75683,0.83028,0.64064,0.99733,0.73976,1.35817,0.00043,0.00043,0.00043
292,45889.4,0.56254,0.37182,1.01327,0.86344,0.75716,0.82971,0.64025,0.99688,0.74008,1.3581,0.000397,0.000397,0.000397
293,46045.2,0.55179,0.35984,1.00646,0.86505,0.7553,0.82994,0.64087,0.99648,0.73927,1.35796,0.000364,0.000364,0.000364
294,46201.1,0.55282,0.3579,1.00644,0.86412,0.75661,0.82963,0.64089,0.99605,0.73898,1.358,0.000331,0.000331,0.000331
295,46357,0.54795,0.35344,1.00926,0.86482,0.75666,0.83081,0.64152,0.99575,0.73893,1.35815,0.000298,0.000298,0.000298
296,46512.9,0.5445,0.35265,1.00064,0.86493,0.75517,0.83074,0.64186,0.99551,0.73893,1.35833,0.000265,0.000265,0.000265
297,46668.8,0.53332,0.34355,0.99828,0.86294,0.75691,0.83083,0.64193,0.9953,0.73892,1.35853,0.000232,0.000232,0.000232
298,46824.6,0.53683,0.34323,0.99968,0.86372,0.7566,0.83029,0.64153,0.99496,0.73898,1.35866,0.000199,0.000199,0.000199
299,46980.6,0.53609,0.3459,0.9965,0.86349,0.75669,0.83022,0.64203,0.99486,0.73859,1.35891,0.000166,0.000166,0.000166
300,47136.5,0.53945,0.34593,1.00222,0.86372,0.75662,0.83011,0.6414,0.9943,0.73851,1.3589,0.000133,0.000133,0.000133
